place_id,place_name,qdate,hpi_index,log_hpi,hpi_g,rate_q,shock,permits_q,permits_g
OR,Oregon,1994-10-01,138.25,4.929063640402444,2.378886196401453,9.105384615384615,1.2636687271062268,5321.0,-29.638143978833757
OR,Oregon,1995-01-01,141.48,4.95215836433728,2.3094723934836026,8.785384615384617,0.8109123168498176,4820.0,-9.88677971320122
OR,Oregon,1995-04-01,143.13,4.963753308196125,1.1594943858844964,7.917692307692307,-0.1148569139194153,8015.0,50.84581689190237
OR,Oregon,1995-07-01,146.11,4.984359762683993,2.0606454487867687,7.696153846153846,-0.4124530677655684,7333.0,-8.8918474693374
OR,Oregon,1995-10-01,148.14,4.998157772585143,1.3798009901150543,7.339230769230769,-0.8059764194139198,6436.0,-13.045847657865473
OR,Oregon,1996-01-01,150.79,5.0158881403777045,1.7730367792561097,7.272307692307692,-0.8699587912087914,6205.0,-3.6546027044291662
OR,Oregon,1996-04-01,153.95,5.0366278743705095,2.0739733992805043,8.102307692307692,0.0007142857142863,7237.0,15.38283591153622
OR,Oregon,1996-07-01,156.27,5.0515852804252095,1.495740605469997,8.146923076923077,0.1012500000000002,8303.0,13.739240128198205
OR,Oregon,1996-10-01,158.83,5.067834447847064,1.6249167421854338,7.703076923076923,-0.167307692307693,5574.0,-39.844500907734925
OR,Oregon,1997-01-01,161.69,5.085680921751723,1.78464739046591,7.7930769230769235,0.0467307692307699,6893.0,21.235915074849032
OR,Oregon,1997-04-01,162.69,5.091846549521079,0.6165627769355808,7.926923076923076,0.1794230769230766,6847.0,-0.6694829255232904
OR,Oregon,1997-07-01,164.66,5.10388274187028,1.203619234920161,7.47,-0.2492307692307687,7209.0,5.151231245741705
OR,Oregon,1997-10-01,165.82,5.110902862688072,0.7020120817792019,7.205384615384616,-0.4971153846153839,7076.0,-1.8618862203210185
OR,Oregon,1998-01-01,166.1,5.112590016619249,0.1687153931176688,7.050000000000001,-0.6247115384615372,5899.0,-18.189773818197352
OR,Oregon,1998-04-01,168.73,5.128299804210246,1.570978759099706,7.097692307692308,-0.4514423076923082,6780.0,13.91722327900311
OR,Oregon,1998-07-01,169.96,5.135563115246611,0.7263311036364684,6.872307692307692,-0.5174999999999992,7658.0,12.175684322575188
OR,Oregon,1998-10-01,171.42,5.1441166854707365,0.8553570224125728,6.764285714285714,-0.508173076923077,5388.0,-35.15215879760962
OR,Oregon,1999-01-01,172.92,5.152829059799431,0.8712374328694317,6.8775,-0.280511675824175,5493.0,1.9296748721721717
OR,Oregon,1999-04-01,174.72,5.16318469255654,1.035563275710949,7.181538461538461,0.1166998626373621,6517.0,17.09109927422876
OR,Oregon,1999-07-01,175.75,5.169062530690774,0.5877838134233926,7.786153846153846,0.6817960164835162,5752.0,-12.484612253421368
OR,Oregon,1999-10-01,176.64,5.17411376308873,0.5051232397955907,7.840714285714285,0.6569402472527468,4427.0,-26.1773443034766
OR,Oregon,2000-01-01,179.01,5.1874416702021,1.332790711336962,8.256923076923076,0.9222836538461524,4510.0,1.857084357986949
OR,Oregon,2000-04-01,179.27,5.188893049266747,0.145137906464754,8.316153846153846,0.829206730769231,5488.0,19.62272311414921
OR,Oregon,2000-07-01,180.71,5.196893536410073,0.8000487143325685,8.02,0.3895913461538454,5107.0,-7.193815139745929
OR,Oregon,2000-10-01,183.49,5.212160170096862,1.5266633686788822,7.620769230769231,-0.1166998626373621,4602.0,-10.40996733351882
OR,Oregon,2001-01-01,185.75,5.224401683597868,1.2241513501006551,7.006923076923077,-0.7467239010989006,5058.0,9.44605704746948
OR,Oregon,2001-04-01,187.93,5.23606955306851,1.1667869470641357,7.13,-0.6172046703296701,5469.0,7.810978112409117
OR,Oregon,2001-07-01,190.09,5.247497644218062,1.1428091149552344,6.963846153846154,-0.6805700549450551,5857.0,6.852963197165174
OR,Oregon,2001-10-01,192.02,5.257599533269477,1.0101889051415291,6.770769230769231,-0.7399038461538456,4405.0,-28.48410000253896
OR,Oregon,2002-01-01,194.72,5.2715626292392175,1.3963095969740102,6.9715384615384615,-0.378461538461539,4950.0,11.66223279991332
OR,Oregon,2002-04-01,197.73,5.286902463732738,1.53398344935205,6.813076923076922,-0.3490384615384627,6480.0,26.92852430662942
OR,Oregon,2002-07-01,200.71,5.301861080171402,1.4958616438663697,6.28923076923077,-0.6565384615384611,6082.0,-6.337682410701184
OR,Oregon,2002-10-01,203.57,5.316009926078955,1.414884590755339,6.075384615384616,-0.6772115384615374,5046.0,-18.6703987980442
OR,Oregon,2003-01-01,207.57,5.335468632178829,1.945870609987388,5.840769230769231,-0.766057692307692,6158.0,19.91204193467801
OR,Oregon,2003-04-01,211.59,5.354650439888197,1.9181807709368397,5.506923076923077,-0.8970192307692306,7135.0,14.723796857280291
OR,Oregon,2003-07-01,214.52,5.368402974114725,1.3752534226527224,6.033846153846154,-0.2538461538461529,6733.0,-5.798307453882678
OR,Oregon,2003-10-01,219.87,5.393036462605869,2.4633488491144107,5.9192857142857145,-0.2619711538461544,5414.0,-21.7996440285928
OR,Oregon,2004-01-01,225.44,5.4180540481503705,2.501758554450184,5.5975,-0.4120020604395602,5353.0,-1.13289353547934
OR,Oregon,2004-04-01,230.88,5.441898095025561,2.384404687519037,6.106153846153846,0.1850171703296697,7827.0,37.98631044356693
OR,Oregon,2004-07-01,239.23,5.47742543227249,3.5527337246929136,5.894285714285714,0.02251717032967,8356.0,6.539246148546951
OR,Oregon,2004-10-01,247.59,5.511774152272703,3.434872000021283,5.7361538461538455,-0.0932108516483527,6276.0,-28.620735168390432
